id	description	description_en	description_zh-CN	description_zh-TW	popup_text	popup_text_en	popup_text_zh-CN	popup_text_zh-TW
120010231	ブレイク中の相手への打属性ダメージUP	Boosts Strike damage to stunned opponents.	对破防状态对手造成的打击属性伤害提升。	對破防中的對象打屬性傷害上升。				
120010232	打属性サポーターの与バフ効果量UP	Boosts potency of buffs given by Strike Supporters.	打击属性支援者给予的增益效果量提升。	打屬性支援者的賦予增益效果量上升。				
120010233	打属性サポーターの与デバフ効果量UP	Boosts potency of debuffs inflicted by Strike Supporters.	打击属性支援者给予的减益效果量提升。	打屬性支援者的賦予減益效果量上升。				
120010234	打属性キャラの被回復量UP	Boosts recovery received by characters with Strike affinity.	打击属性角色所受恢复量提升。	打屬性角色的接受回復量上升。				
120010235	打属性キャラの単体攻撃与ダメージUP	Boosts single-target attack damage dealt by characters with Strike affinity.	打击属性角色单体攻击造成伤害提升。	打屬性角色的單體攻擊給予傷害上升。				
120010236	打属性キャラの与ダメージUP	Boosts damage dealt by characters with Strike affinity.	打击属性角色造成伤害提升。	打屬性角色的給予傷害上升。				
120010237	打属性キャラの被回復量UP	Boosts recovery received by characters with Strike affinity.	打击属性角色所受恢复量提升。	打屬性角色的接受回復量上升。				
120010238	打属性キャラの与ダメージUP	Boosts damage dealt by characters with Strike affinity.	打击属性角色造成伤害提升。	打屬性角色的給予傷害上升。				
120010239	打属性キャラのブレイクダメージUP	Boosts stun damage by characters with Strike affinity.	打击属性角色破防伤害提升。	打屬性角色的破防傷害上升。				
120010241	打属性キャラの麻痺状態敵への与ダメージUP	Boosts damage dealt to paralyzed enemies by characters with Strike affinity.	打击属性角色对麻痹状态敌人造成伤害提升。	打屬性角色對麻痺狀態的敵人給予傷害上升。				
120010242	打属性キャラの与ダメージUP	Boosts damage dealt by characters with Strike affinity.	打击属性角色造成伤害提升。	打屬性角色的給予傷害上升。				
120010243	打属性キャラのブレイクダメージUP	Boosts stun damage by characters with Strike affinity.	打击属性角色破防伤害提升。	打屬性角色的破防傷害上升。				
120010244	ブレイク中の相手への打属性ダメージUP	Boosts Strike damage to stunned opponents.	对破防状态对手造成的打击属性伤害提升。	對破防中的對象打屬性傷害上升。				
120010245	打属性サポーターの与バフ効果量UP	Boosts potency of buffs given by Strike Supporters.	打击属性支援者给予的增益效果量提升。	打屬性支援者的賦予增益效果量上升。				
120010246	打属性サポーターの与デバフ効果量UP	Boosts potency of debuffs inflicted by Strike Supporters.	打击属性支援者给予的减益效果量提升。	打屬性支援者的賦予減益效果量上升。				
120010247	打属性キャラの被回復量UP	Boosts recovery received by characters with Strike affinity.	打击属性角色所受恢复量提升。	打屬性角色的接受回復量上升。				
120010248	打属性キャラの単体攻撃与ダメージUP	Boosts single-target attack damage dealt by characters with Strike affinity.	打击属性角色单体攻击造成伤害提升。	打屬性角色的單體攻擊給予傷害上升。				
120010249	打属性キャラの与ダメージUP	Boosts damage dealt by characters with Strike affinity.	打击属性角色造成伤害提升。	打屬性角色的給予傷害上升。				
120010250	打属性キャラの被回復量UP	Boosts recovery received by characters with Strike affinity.	打击属性角色所受恢复量提升。	打屬性角色的接受回復量上升。				
120010251	打属性キャラの与ダメージUP	Boosts damage dealt by characters with Strike affinity.	打击属性角色造成伤害提升。	打屬性角色的給予傷害上升。				
120010252	打属性キャラのブレイクダメージUP	Boosts stun damage by characters with Strike affinity.	打击属性角色破防伤害提升。	打屬性角色的破防傷害上升。				
120010254	打属性キャラの麻痺状態敵への与ダメージUP	Boosts damage dealt to paralyzed enemies by characters with Strike affinity.	打击属性角色对麻痹状态敌人造成伤害提升。	打屬性角色對麻痺狀態的敵人給予傷害上升。				
120010255	打属性キャラ以外の与ダメージ減少	Reduces damage dealt by characters without Strike affinity.	打击属性角色以外造成伤害减少。	打屬性以外角色的給予傷害減少。				
120010256	打属性キャラ以外の物攻DOWN	Reduces P. ATK of characters without Strike affinity.	打击属性角色以外物攻下降。	打屬性以外角色的物攻下降。				
120010257	打属性キャラ以外の魔攻DOWN	Reduces M. ATK of characters without Strike affinity.	打击属性角色以外魔攻下降。	打屬性以外角色的魔攻下降。				
120010258	打属性キャラ以外の物防DOWN	Reduces P. DEF of characters without Strike affinity.	打击属性角色以外物防下降。	打屬性以外角色的物防下降。				
120010259	打属性キャラ以外の魔防DOWN	Reduces M. DEF of characters without Strike affinity.	打击属性角色以外魔防下降。	打屬性以外角色的魔防下降。				
120010260	打属性キャラ以外の素早さDOWN	Reduces SPD of characters without Strike affinity.	打击属性角色以外敏捷下降。	打屬性以外角色的敏捷下降。				
120010261	ディフェンダーの被回復量UP	Boosts recovery received by Defenders.	防御者所受恢复量提升。	防禦者的接受回復量上升。				
120010262	ブレイク時味方全員HP回復	Restores all allies' HP on stun.	破防时恢复我方全体HP。	破防時回復我方全體HP。				
120010263	ブレイク時味方全員にクリティカル率UP付与	Boosts all allies' critical rate on stun.	破防时赋予我方全体暴击率提升。	破防時賦予我方全體重擊率上升。				
120010264	ブレイク時味方全員にクリティカルダメージUP付与	Boosts all allies' critical damage on stun.	破防时赋予我方全体暴击伤害提升。	破防時賦予我方全體重擊傷害上升。				
120010265	打属性キャラの被回復量UP	Boosts recovery received by characters with Strike affinity.	打击属性角色所受恢复量提升。	打屬性角色的接受回復量上升。				
120010266	ディフェンダーの被回復量UP	Boosts recovery received by Defenders.	防御者所受恢复量提升。	防禦者的接受回復量上升。				
120010267	打属性キャラの与ダメージUP	Boosts damage dealt by characters with Strike affinity.	打击属性角色造成伤害提升。	打屬性角色的給予傷害上升。				
120010268	ブレイク時味方全員HP回復	Restores all allies' HP on stun.	破防时恢复我方全体HP。	破防時回復我方全體HP。				
120010269	ブレイク時味方全員にクリティカル率UP付与	Boosts all allies' critical rate on stun.	破防时赋予我方全体暴击率提升。	破防時賦予我方全體重擊率上升。				
120010270	ブレイク時味方全員にクリティカルダメージUP付与	Boosts all allies' critical damage on stun.	破防时赋予我方全体暴击伤害提升。	破防時賦予我方全體重擊傷害上升。				
120010271	突属性キャラの与ダメージUP	Boosts damage dealt by characters with Stab affinity.	突刺属性角色造成伤害提升。	突屬性角色的給予傷害上升。				
120010272	突属性キャラのブレイクダメージUP	Boosts stun damage by characters with Stab affinity.	突刺属性角色破防伤害提升。	突屬性角色的破防傷害上升。				
120010273	ブレイク中の相手への突属性ダメージUP	Boosts Stab damage to stunned opponents.	对破防状态对手造成的突刺属性伤害提升。	對破防中的對象突屬性傷害上升。				
120010274	突属性サポーターの与バフ効果量UP	Boosts potency of buffs given by Stab Supporters.	突刺属性支援者给予的增益效果量提升。	突屬性支援者的賦予增益效果量上升。				
120010275	突属性サポーターの与デバフ効果量UP	Boosts potency of debuffs inflicted by Stab Supporters.	突刺属性支援者给予的减益效果量提升。	突屬性支援者的賦予減益效果量上升。				
120010276	突属性キャラの被回復量UP	Boosts recovery received by characters with Stab affinity.	突刺属性角色所受恢复量提升。	突屬性角色的接受回復量上升。				
120010277	突属性キャラの単体攻撃与ダメージUP	Boosts single-target attack damage dealt by characters with Stab affinity.	突刺属性角色单体攻击造成伤害提升。	突屬性角色的單體攻擊給予傷害上升。				
120010278	突属性キャラの与ダメージUP	Boosts damage dealt by characters with Stab affinity.	突刺属性角色造成伤害提升。	突屬性角色的給予傷害上升。				
120010279	突属性キャラの被回復量UP	Boosts recovery received by characters with Stab affinity.	突刺属性角色所受恢复量提升。	突屬性角色的接受回復量上升。				
120010280	突属性キャラの与ダメージUP	Boosts damage dealt by characters with Stab affinity.	突刺属性角色造成伤害提升。	突屬性角色的給予傷害上升。				
