id	description	description_en	description_zh-CN	description_zh-TW
80131002	・味方単体のHPとブレイクゲージを回復\n・味方全体のブレイクゲージを回復\n・自身のHPが一定以下になった時、自身に被ダメージDOWNを付与\n・味方全体に残りHPに応じて与ダメージUP状態を付与	- Recovers an ally's HP and stun gauge\n- Restores all allies' stun gauges\n- When HP is reduced below a certain level, reduces own damage received\n- Boosts damage dealt by all allies, based on their remaining HP	·恢复我方单体的HP和破防槽\n·恢复我方全体破防槽\n·自身HP不高于一定数值时，赋予自身所受伤害下降\n·赋予我方全体根据自身剩余HP造成伤害提升	‧回復我方單體的HP和破防量表\n‧回復我方全體的破防量表\n‧自身的HP在一定值以下時，賦予自身所受傷害下降\n‧依據HP剩餘量賦予我方全體攻擊力上升狀態
80132001	・戦闘不能時、敵全体に毒を付与	- When KO'd, inflict poison on all enemies	·无法战斗时，赋予敌方全体中毒	‧無法戰鬥時，賦予敵方全體中毒
80132005	・戦闘不能時、敵全体に毒を付与\n・敵単体に複数のマイナス効果を付与\n・敵全体に複数のマイナス効果を付与\n・味方全体にマイナス効果を持つ相手に対し、与ダメージ上昇を付与\n・プラス効果を解除	- When KO'd, inflict poison on all enemies\n- Inflicts multiple negative effects on an enemy\n- Inflicts multiple negative effects on all enemies\n- Boosts all allies' damage dealt to opponents with negative effects\n- Removes positive effects	·无法战斗时，赋予敌方全体中毒\n·赋予敌方单体多个负面效果\n·赋予敌方全体多个负面效果\n·赋予我方全体对带有负面效果的对手造成伤害提升\n·解除正面效果	‧無法戰鬥時，賦予敵方全體中毒\n‧賦予敵方單體複數減弱效果\n‧賦予敵方全體複數減弱效果\n‧賦予我方全體對具有減弱效果的對象，給予傷害上升\n‧解除加強效果
80132011	・戦闘不能時、敵全体に毒を付与\n・パネルから受ける効果量+50%	- Inflicts poison on all enemies when KO'd\n- Boosts effects received from panels by 50%	·无法战斗时，赋予敌方全体中毒\n·所受面板效果量+50%	‧無法戰鬥時，賦予敵方全體中毒\n‧來自面板的效果量+50%
80133001	・HPが一定に達すると、自身の被ブレイクダメージ低下\n・自身がブレイク復帰時、自身の魔法ダメージ上昇、素早さ上昇	- Reduces own stun damage received when HP is at a certain level\n- When recovering from being stunned, boosts own magic damage and SPD	·HP到达一定值后，自身所受破防伤害下降\n·自身从破防状态中恢复时，赋予自身魔法伤害提升和敏捷提升	‧HP達一定值時，自身所受破防傷害下降\n‧自身從破防狀態恢復時，賦予自身魔法傷害上升、敏捷上升
80133005	・ウェーブ開始時、被ダメージ低下、被ブレイクダメージ低下\n・HPが一定に達すると、自身の被ブレイクダメージ低下\n・自身がブレイク復帰時、自身の魔法ダメージ上昇、素早さ上昇	- At the start of a wave, reduces damage and stun damage received\n- Reduces own stun damage received when HP is at a certain level\n- When recovering from being stunned, boosts own magic damage and SPD	·WAVE开始时，所受伤害和所受破防伤害下降\n·HP到达一定值后，自身所受破防伤害下降\n·自身从破防状态中恢复时，赋予自身魔法伤害提升和敏捷提升	‧WAVE開始時，所受傷害、所受破防傷害下降\n‧HP達一定值時，自身所受破防傷害下降\n‧自身從破防狀態恢復時，賦予自身魔法傷害上升、敏捷上升
80133015	・ウェーブ開始時、被ダメージ低下、被ブレイクダメージ低下\n・HPが一定に達すると、自身の被ブレイクダメージ低下\n・自身がブレイク復帰時、自身の魔法ダメージ上昇、素早さ上昇	- At the start of a wave, reduces damage and stun damage received\n- Reduces own stun damage received when HP is at a certain level\n- When recovering from being stunned, boosts own magic damage and SPD	·WAVE开始时，所受伤害和所受破防伤害下降\n·HP到达一定值后，自身所受破防伤害下降\n·自身从破防状态中恢复时，赋予自身魔法伤害提升和敏捷提升	‧WAVE開始時，所受傷害、所受破防傷害下降\n‧HP達一定值時，自身所受破防傷害下降\n‧自身從破防狀態恢復時，賦予自身魔法傷害上升、敏捷上升
80134005	・行動開始時、被ダメージ低下\n・ブレイク時、自身の被ダメージ低下を解除\n・行動開始時、他の部位がブレイクしていない場合、対応するマイナス効果を解除\n・他の部位が戦闘不能になった時、行動内容を変更\n・火傷パネルを出現させる	- At the start of the turn, reduces damage received\n- Removes own received damage reduction when stunned\n- At the start of the turn, if Arms are not stunned, removes corresponding negative effects\n- When Arms are KO'd, changes moveset\n- Creates Burn panels	·行动开始时，所受伤害下降\n·破防时，解除自身所受伤害下降\n·行动开始时，若其他部位没有破防，解除对应负面效果\n·其他部位无法战斗时，更改行动内容\n·生成火伤面板	‧開始行動時，所受傷害下降\n‧破防時，解除自身的所受傷害下降\n‧開始行動時，其他部位未破防時，解除對應的減弱效果\n‧其他部位無法戰鬥時，變更行動內容\n‧使燒傷面板出現
80135005	・ブレイク時または戦闘不能時、ウェルテックス(本体)の与ダメージ低下\n・火傷パネルを出現させる	- When stunned or KO'd, reduces damage dealt by Weltex (Body)\n- Creates Burn panels	·破防时或无法战斗时，威尔特克斯（主体）造成伤害下降\n·生成火伤面板	‧破防時或無法戰鬥時，威爾特庫斯（本體）的給予傷害下降\n‧使燒傷面板出現
80136005	・ブレイク時または戦闘不能時、ウェルテックス(本体)の被ブレイクダメージ上昇\n・弱体パネルを出現させる	- While stunned or KO'd, Weltex (Body) receives increased stun damage\n- Creates weaken panels	·破防时或无法战斗时，威尔特克斯（主体）所受破防伤害提升\n·生成削弱面板	‧破防時或無法戰鬥時，威爾特庫斯（本體）的所受破防傷害上升\n‧使弱化面板出現
80138002	・カウンター\n・かばう\n・戦闘アイテムからダメージを受けた時、自身に被ダメージUPを一度だけ付与\n・女性キャラから攻撃被弾時、自身に与ダメージDOWN付与\n・HPが一定に達すると、自身にダメージ無効付与、被ダメージDOWN付与\n・パネルから受ける効果量+50%\n・弱体パネルを出現させる\n・HP回復パネルを出現させる	- Counters\n- Protection\n- When damaged by a battle item, boosts own damage received once\n- After being hit by a female character, reduces own damage dealt\n- Grants self Damage Immunity and reduces damage received when HP reaches a certain level\n- Boosts effects received from panels by 50%\n- Increases appearance of weaken panels\n- Increases appearance of HP recovery panels	·还击\n·掩护\n·受到战斗道具伤害时，赋予自身所受伤害提升1次\n·被女性角色攻击命中时，赋予自身造成伤害下降\n·HP达到一定值后，赋予自身伤害无效与所受伤害下降\n·所受面板效果量+50%\n·生成削弱面板\n·生成HP恢复面板	‧還擊\n‧守護\n‧受到來自戰鬥道具的傷害時，賦予自身一次所受傷害上升\n‧被女性角色的攻擊擊中時，賦予自身給予傷害下降\n‧HP達一定值時，賦予自身傷害無效和所受傷害下降\n‧來自面板的效果量+50%\n‧使弱化面板出現\n‧使HP回復面板出現
80139001	・ブレイク後、自身に複数のプラス効果を付与\n・仲間全体のHPを回復\n・仲間全体にマイナス効果無効を付与\n・敵全体のHPを回復\n・敵のHPが100%の場合、複数のマイナス効果を付与する\n・敵のHPが50%以上の場合、与ダメージが上昇する攻撃を行う	- Grants self multiple positive effects after stun\n- Restores HP to all allies\n- Grants Negative Effects Immunity to all allies\n- Restores HP to all enemies\n- Inflicts multiple negative effects while enemy's HP is at 100%\n- Attacks deal increased damage to enemies with 50% or higher HP	·破防后，赋予自身多个正面效果\n·恢复友方全体HP\n·赋予友方全体负面效果无效\n·回复敌方全体HP\n·敌方处于HP100%状态时，赋予多个负面效果\n·敌方HP不低于50%时，进行攻击时造成伤害提升	‧破防後，賦予自身複數個加強效果\n‧回復所有夥伴的HP\n‧賦予所有夥伴減弱效果無效\n‧回復敵方全體的HP\n‧敵方的HP為100%時，賦予複數個減弱效果\n‧敵方的HP在50%以上時，發動給予傷害上升的攻擊
90001001	・得意属性が火以外のキャラへの与ダメージが高い\n・行動するたび、与ダメージ上昇\n・ブレイク後、自身のプラス効果を解除	- High damage dealt to characters without Fire affinity\n- Boosts damage dealt each turn\n- Removes own positive effects after stun	·对自身属性为火以外的角色造成高伤害\n·每次行动时，造成伤害提升\n·破防后，解除自身正面效果	‧給予自身屬性為火以外的角色較大傷害\n‧每次行動時，給予傷害上升\n‧破防後，解除自身的加強效果
90001002	・得意属性が雷以外のキャラへの与ダメージが高い\n・ブレイク後、状態異常耐性低下\n・HPが一定に達すると、素早さ・与ダメージ・被ダメージ上昇\n・HPが一定に達すると、HP回復をする	- High damage dealt to characters without Bolt affinity\n- Reduces status effect resistance after stun\n- Boosts SPD, damage dealt, and damage received when HP reaches a certain level\n- Restores HP when HP reaches a certain level	·对自身属性为雷以外的角色造成高伤害\n·破防后异常状态耐性下降\n·HP到达一定值后，敏捷、造成伤害、所受伤害提升\n·HP到达一定值后恢复HP	‧給予自身屬性為雷以外的角色較大傷害\n‧破防後，異常狀態耐性下降\n‧HP達一定值時，敏捷、給予傷害、所受傷害上升\n‧HP達一定值時，回復HP
90002001	・得意属性が打以外のキャラへの与ダメージが高い\n・ブレイク後、被ダメージ上昇\n・仲間が少ないと、プラス効果が発生	- High damage dealt to characters without Strike affinity\n- Boosts damage received after stun\n- Gains multiple positive effects when there are fewer allies	·对自身属性为打击以外的角色造成高伤害\n·破防后，所受伤害提升\n·友方减少时，触发正面效果	‧給予自身屬性為打以外的角色較大傷害\n‧破防後，所受傷害上升\n‧夥伴較少時，發生複數加強效果
